name_eng	name_spa
Bernie Taupin	Bernie Taupin
Christopher Tye	Christopher Tye
Friedrich Rückert	Friedrich Rückert
Ron Ely	Ron Ely
Edwin Catmull	Edwin Catmull
Canaan Banana	Canaan Sodindo Banana
Alexander Korda	Alexander Korda
Alexandre Millerand	Alexandre Millerand
Athenaeus	Ateneo
Bermudo I of Asturias	Bermudo I de Asturias
Raymond Carver	Raymond Carver
Traci Lords	Traci Lords
Artabazos I of Phrygia	Artabazo I
Kettil Karlsson (Vasa)	Kettil Karlsson
Andrei Tupolev	Andréi Túpolev
Barry Gibb	Barry Gibb
James Butler, 1st Duke of Ormonde	James Butler, I duque de Ormonde
Mary, Princess Royal and Countess of Harewood	María del Reino Unido
John Lloyd Stephens	John Lloyd Stephens
Edward G. Robinson	Edward G. Robinson
François Fénelon	François Fénelon
Siân Phillips	Siân Phillips
Jean Baptiste Gay, vicomte de Martignac	Jean-Baptiste Gay, vizconde de Martignac
Jean Giraud	Jean Giraud
Louise Labé	Louise Labé
Louis-Joseph Papineau	Louis-Joseph Papineau
Horst Buchholz	Horst Buchholz
Christiaan Barnard	Christiaan Neethling Barnard
Baldwin II of Constantinople	Balduino II de Constantinopla
Eva Gabor	Eva Gabor
Ivan II of Moscow	Iván II de Rusia
Mario Lemieux	Mario Lemieux
Cate Blanchett	Cate Blanchett
Carl Sagan	Carl Sagan
Daniel Radcliffe	Daniel Radcliffe
Peter the Hermit	Pedro de Amiens el Ermitaño
Michael W. Smith	Michael W. Smith
Ayrton Senna	Ayrton Senna
Shoeless Joe Jackson	Shoeless Joe Jackson
Max Roach	Max Roach
Gustav Meyrink	Gustav Meyrink
Barry Rogers	Barry Rogers
Leah	Lea
Juan Galindo	Juan Galindo
Scott Dixon	Scott Dixon
Pausanias (general)	Pausanias (general)
Kemal Reis	Kemal Reis
Péter Medgyessy	Péter Medgyessy
Gaston of Foix, Prince of Viana	Gastón de Foix
Hugo Blanco (musician)	Hugo Blanco (músico)
Alejandro Agustín Lanusse	Alejandro Agustín Lanusse
Sonu Kakkar	Sonu Kakkar
Carla Estrada	Carla Estrada
Blondel de Nesle	Blondel de Nesle
Jaap ter Linden	Jaap ter Linden
Vin Diesel	Vin Diesel
George Ernest Morrison	George Ernest Morrison
James Fox	James Fox
Yang Liwei	Yang Liwei
Andrew Loog Oldham	Andrew Loog Oldham
David McCallum	David McCallum
Hussein bin Ali, Sharif of Mecca	Husayn ibn Ali, jerife de La Meca
Maurice Noble	Maurice Noble
William I of Provence	Guillermo I de Provenza
Odd Nerdrum	Odd Nerdrum
Houari Boumediene	Houari Boumédiène
Bob Hartman	Bob Hartman
Gitta Sereny	Gitta Sereny
Van Morrison	Van Morrison
Mark Burgess (musician)	Mark Burgess
Gidon Kremer	Gidon Kremer
Queen Latifah	Queen Latifah
Mikel Rouse	Mikel Rouse
Doogie White	Doogie White
Johann Reinhold Forster	Johann Reinhold Forster
Roberto De Vicenzo	Roberto De Vicenzo
Jesse Douglas	Jesse Douglas
John Smoltz	John Smoltz
Yasuharu Konishi	Yasuharu Konishi
Paul Mazurkiewicz	Paul Mazurkiewicz
Minami Takayama	Minami Takayama
Ildefons Cerdà	Ildefonso Cerdá
Joey Ayala	Joey Ayala
Eddy Wally	Eddy Wally
Lux Interior	Lux Interior
Floor Jansen	Floor Jansen
Marian van de Wal	Marian van de Wal
Rudolf Bayer	Rudolf Bayer
Frederick Ballantyne	Frederick Ballantyne
Festus Mogae	Festus Mogae
C. F. Powell	Cecil Frank Powell
Frederick Lugard, 1st Baron Lugard	Frederick Lugard
Meles Zenawi	Meles Zenawi
Nestor Makhno	Néstor Majnó
Peter Cook	Peter Cook (actor)
Johann Caspar Ferdinand Fischer	Johann Caspar Ferdinand Fischer
Edge (wrestler)	Adam Copeland
Murder of Kitty Genovese	Kitty Genovese
Salvatore Riina	Salvatore Riina
Edward Law, 1st Earl of Ellenborough	Edward Law
James II of Aragon	Jaime II de Aragón
Gordon Jenkins	Gordon Jenkins
Marcia Gay Harden	Marcia Gay Harden
Sharon Jones (singer)	Sharon Jones
Paulinho da Costa	Paulinho da Costa
Pablo de Sarasate	Pablo Sarasate
Andranik Margaryan	Andranik Markarián
Danny Wood	Danny Wood
T. M. Stevens	T.M. Stevens
Luc Urbain de Bouexic, comte de Guichen	Luc Urbain du Bouëxic de Guichen
Allen Funt	Allen Funt
Jason Ringenberg	Jason Ringenberg
Ayaka Hirahara	Ayaka Hirahara
Rie Kugimiya	Rie Kugimiya
Sangharakshita	Sangharakshita
Frank Martin (composer)	Frank Martin
Manuel A. Odría	Manuel A. Odría
Park Ji-yoon	Park Ji Yoon
Hanna Pakarinen	Hanna Pakarinen
Jan Neruda	Jan Neruda
Miko Mission	Miko Mission
Sharaku	Tōshūsai Sharaku
Mina Loy	Mina Loy
Keith Emerson	Keith Emerson
Mercedes de Acosta	Mercedes de Acosta
Larry McMurtry	Larry McMurtry
Wonhyo	Wonhyo Daisa
Peter Ueberroth	Peter Ueberroth
Joe Namath	Joe Namath
María Conchita Alonso	María Conchita Alonso
Brenda Weiler	Brenda Weiler
Wilton Felder	Wilton Felder
Erasistratus	Erasístrato
Rokia Traoré	Rokia Traoré
Ion C. Brătianu	Ion Bratianu (1821-1891)
Pablo Soto	Pablo Soto
George Wassouf	George Wassouf
Kurt Tank	Kurt Tank
Alvino Rey	Alvino Rey
John Paul Young	John Paul Young
Dave Eggers	Dave Eggers
Maria Bethânia	Maria Bethânia
Jack Teagarden	Jack Teagarden
Erlend Øye	Erlend Øye
Gospel of the Hebrews	Evangelio de los hebreos
Mísia	Mísia
Carlos Lyra	Carlos Lyra
Egberto Gismonti	Egberto Gismonti
Luciano (singer)	Luciano (cantante)
Shirley Clamp	Shirley Clamp
Karl Otfried Müller	Karl Otfried Müller
Judah P. Benjamin	Judah Philip Benjamin
Keith Murdoch	Keith Murdoch
Gigi Fernández	Gigi Fernández
Zoe Porphyrogenita	Zoe
Rhoda Broughton	Rhoda Broughton
Maurice Chevalier	Maurice Chevalier
Ignatius L. Donnelly	Ignatius Donnelly
Mustafa IV	Mustafá IV
Avianus	Flavio Aviano
Mamie Smith	Mamie Smith
George Balanchine	George Balanchine
Keith Holyoake	Keith Holyoake
Paul Bernardo	Paul Bernardo
Hong Xiuquan	Hong Xiuquan
Romain Rolland	Romain Rolland
Jim Whittaker	James Whittaker
Amélie Mauresmo	Amélie Mauresmo
Giulio Cesare Polerio	Giulio Cesare Polerio
Anthony Ashley-Cooper, 7th Earl of Shaftesbury	Anthony Ashley-Cooper (VII conde de Shaftesbury)
Jens Jeremies	Jens Jeremies
Leo Joseph Suenens	Leo Jozef Suenens
Alain Chabat	Alain Chabat
Macoto Tezka	Makoto Tezuka
John Buchan, 1st Baron Tweedsmuir	John Buchan
Álvaro Cepeda Samudio	Álvaro Cepeda Samudio
Mario Gómez	Mario Gómez García
Antiochus II Theos	Antíoco II Theos
Makka Sagaipova	Makka Sagaipova
Nassos Daphnis	Nassos Daphnis
Javier Elizondo	Javier Elizondo
Antoni Garrell i Guiu	Antoni Garrell i Guiu
Estrella Cabeza Candela	Estrella Cabeza Candela
Francisco Olvera Ruiz	Francisco Olvera Ruiz
Simón Bolívar	Simón Bolívar
Gennaro Delvecchio	Gennaro Delvecchio
Cristián Castañeda	Cristián Castañeda
Lander Gabilondo	Lander Gabilondo
Nripa Kama II	Nripa Kama II
Gerardo Yecerotte	Gerardo Yecerotte
Erasme Louis Surlet de Chokier	Erasmo Luis Surlet de Chokier
Celia Gámez	Celia Gámez
Tahar El Khalej	Tahar El Khalej
Tyler Honeycutt	Tyler Honeycutt
Cristian Fernández Conchuela	Cristian Fernández
Yuriorkis Gamboa	Yuriorkis Gamboa
Luis F. Alvarez	Luis F. Álvarez
Mohamed Cheikh Biadillah	Mohamed Cheij Biadillah
Gertrude Käsebier	Gertrude Käsebier
Juan Sempere y Guarinos	Juan Sempere y Guarinos
Edmund Leach	Edmund Leach
Guillermo W. Méndez	Guillermo W. Méndez
Joyce Winifred Vickery	Joyce Winifred Vickery
Reggie Geary	Reggie Geary
Jens Peter Dahl-Jensen	Jens Peter Dahl-Jensen
Kirk Broadfoot	Kirk Broadfoot
Manuel Arellano	Manuel Arellano
Maisie Williams	Maisie Williams
Karl von Luxburg	Karl von Luxburg
Miguel Ángel Lozano	Miguel Ángel Lozano
Melli (Spanish footballer)	Juan Alberto Andreu Alvarado
Harold Gómez	Harold Gómez
Paul Lynde	Paul Lynde
Recemundus	Recemundo
George Monro (British Army officer)	George Monro
Meryl Streep	Meryl Streep
Václav Havel	Václav Havel
Helen of Hungary	Helena de Hungría
Dan Feuerriegel	Daniel Feuerriegel
Diego Chará	Diego Chará
Mario González (Mexican boxer)	Mario González
Hans Günther (SS officer)	Hans Günther
Àngels Ribé	Àngels Ribé
John Madden	John Madden (fútbol americano)
Pedro Rivera (footballer)	Pedro Rivera
Infante Alfonso, Duke of Calabria	Alfonso de Borbón-Dos Sicilias y Borbón
Lynn "Red" Williams	Lynn Williams
Robert Mulka	Robert Mulka
Claude Criquielion	Claude Criquielion
Alex Fàbregas	Alexandre Fàbregas
Planes Mistaken for Stars	Planes Mistaken for Stars
Mario Gjurovski	Mario Đurovski
Alberto da Giussano	Alberto da Giussano
Joe Anyinsah	Joe Anyinsah
Juan Manuel Vargas	Juan Manuel Vargas
Santos López Pelegrín	Santos López-Pelegrín
Federico Zuccari	Federico Zuccaro
Iván Moro	Iván Moro
Wayne Yates	Wayne Yates
Danny Fraticelli	Danny Fraticelli
Pino Presti	Pino Presti
Daniel Imhof	Daniel Imhof
Moisés Dueñas	Moisés Dueñas
Andreas Muñoz	Andreas Muñoz
Johannes Paulus Lotsy	Johannes Paulus Lotsy
Ibrahim ibn Adham	Ibrahim Bin Adham
Antoine Carré (guitarist)	Antoine Carré
Christopher Penroz	Christopher Penroz
Johannes Gerhardus Strijdom	Johannes Gerhardus Strijdom
Amelia Vargas	Amelita Vargas
Porcelain Black	Porcelain Black
Michel Le Nobletz	Mikael an Nobletz
Nina Radojičić	Nina Radojčić
Paul Rogers (basketball)	Paul Rogers
Juan José Pérez Hernández	Juan José Pérez Hernández
Juan Carlos de la Ossa	Juan Carlos de la Ossa
Brina Svit	Brina Svit
Dwayne Carey-Hill	Dwayne Carey-Hill
Hector Fautario	Héctor Fautario
Wolfgang Priklopil	Wolfgang Priklopil
Leonard of Chios	Leonardo de Quíos
Aidis Kruopis	Aidis Kruopis
San Jerónimo (Los Barbosa)	San Jerónimo (Los Barbosa)
Elías Sapag	Elías Sapag
Braulio Musso	Braulio Musso
Rachid Khimoune	Rachid Khimoune
Claire Beck Loos	Claire Loos
Rolando García (Paraguayan footballer)	Rolando García Guerreño
Rose Bampton	Rose Bampton
Mario Véner	Mario Véner
Álvaro Navarro	Álvaro Navarro (futbolista)
Rémy Vercoutre	Rémy Vercoutre
Antonio de Torquemada	Antonio de Torquemada
John Ruiz	John Ruiz
Serge Gainsbourg	Serge Gainsbourg
Lev Landau	Lev Landáu
Aulus Gellius	Aulo Gelio
Elías M. Soto	Elías M. Soto
Markus Miller	Markus Miller
Scott Terra	Scott Terra
Hussein of Jordan	Hussein I de Jordania
Silvina D'Elía	Silvina D'Elía
Javier García (athlete)	Javier García Chico
Georges Ronsse	George Ronsse
José Rodrigues Maio	José Rodrigues Maio
Lucrecia Martel	Lucrecia Martel
Jan Tschichold	Jan Tschichold
Gaspard Monge	Gaspard Monge
Antonio Lara de Gavilán	Tono (humorista)
Hitoshi Doi	Hitoshi Doi
Elizabeth Gaskell	Elizabeth Gaskell
Boris Shtokolov	Boris Shtokolov
Nathalie (singer)	Nathalie (cantante)
William Edward Hickman	William Edward Hickman
Ignacio Noe	Ignacio Noé
Hildegard Falck	Hildegard Falck
Antonio Buero Vallejo	Antonio Buero Vallejo
Pierre Briant	Pierre Briant
Juan José Ossandón	Juan José Ossandón
Alexandru Apolzan	Alexandru Apolzan
Fariz RM	Fariz Rustam Munaf
Juana Coello	Juana Coello
Francisco Avellaneda	Francisco de Avellaneda
Jesse Heiman	Jesse Heiman
Tilly Fleischer	Tilly Fleischer
Cara Buono	Cara Buono
Velicity Von	Velicity Von
Elías Rodríguez	Elías Nicolás Rodríguez Zavaleta
Gregorio Selser	Gregorio Selser
Francisco Javier López Castro	Francisco Javier López Castro
Myriam Fares	Myriam Fares
Leticia Sosa	Martha Sosa Govea
Nabil El Zhar	Nabil El Zhar
Andrés Ciro Martínez	Andrés Ciro Martínez
Julius Paulus Prudentissimus	Paulo (jurista)
Martha Sleeper	Martha Sleeper
Anthony Taylor (basketball)	Anthony Taylor
Shawna Leneé	Shawna Lenee
Edison Mafla	Edison Mafla
Eric Allan Kramer	Eric Allan Kramer
Jeppe Curth	Jeppe Curth
Franco Ascencio	Franco Asencio
Oksana Grishina (cyclist)	Oksana Grishina
Fernando Afán de Ribera, duke of Alcalá de los Gazules	Fernando Afán de Ribera y Téllez-Girón
Cristian Canuhé	Cristian Canuhé
Antonio Cañizares Llovera	Antonio Cañizares
Tony Williams (drummer)	Tony Williams (baterista)
Pope Vigilius	Vigilio
Charles Victor Naudin	Charles Victor Naudin
Neemia Tialata	Neemia Tialata
Silvio Romero (footballer)	Silvio Romero (futbolista)
Leonardo Luppino	Leonardo Luppino
Joel Chandler Harris	Joel Chandler Harris
Javier Ambrois	Javier Ambrois
Leó Szilárd	Leó Szilárd
Giuliano Gemma	Giuliano Gemma
Sie7e	Sie7e
Hermann Dessau	Hermann Dessau
Marcelo Refresquini	Marcelo Refresquini
Jeremy Lamb	Jeremy Lamb
José Luis Arrieta	José Luis Arrieta
Ramón Morel	Ramón Morel
Landgravine Juliane of Hesse-Philippsthal	Juliana de Hesse-Philippsthal
Marc Clotet	Marc Clotet
Þórðr Sjáreksson	Þórðr Sjáreksson
Patria Jiménez	Patria Jiménez
Margherita Gonzaga, Duchess of Ferrara	Margarita Gonzaga de Mantua (1564-1618)
Jae Crowder	Jae Crowder
Daniel Bazán Vera	Daniel Bazán Vera
Chiang Ching-kuo	Chiang Ching-kuo
Rosita Mauri	Rosa Mauri
Pauly D	Paul DelVecchio
Miguel Caldera	Miguel Caldera
Edson Braafheid	Edson Braafheid
Teodor Shanin	Teodor Shanin
John Crotty	John Crotty
Johann Heinrich Rolle	Johann Heinrich Rolle
Raúl Hernández Garrido	Raúl Hernández Garrido
Fred Gwynne	Fred Gwynne
Ian Fleming	Ian Fleming
Ronald Blanco La Cruz	Ronald Blanco La Cruz
Roberto Gayón	Roberto Gayón
Miguel Ángel Landa	Miguel Ángel Landa
James Frost	James Frost
Marjorie de Sousa	Marjorie de Sousa
Eulogio Aranguren	Eulogio Aranguren
Jack Givens	Jack Givens
Laurieann Gibson	Laurieann Gibson
Sergio Vodanović	Sergio Vodanovic
Juan Almeida Bosque	Juan Almeida Bosque
Kawhi Leonard	Kawhi Leonard
Remko Pasveer	Remko Pasveer
Armando Torrea	Armando Torrea
Alex Diego	Álex Diego
Orr Barouch	Orr Barouch
Erin McNaught	Erin McNaught
Juan Hohberg	Juan Eduardo Hohberg
Jack Molinas	Jack Molinas
László Sepsi	László Sepsi
Charles Baker Adams	Charles Baker Adams
John Green (author)	John Green
Francisco Gabica	Francisco Gabica
Brigham Young	Brigham Young
Ugarit	Ugarit
Vicente Aleixandre	Vicente Aleixandre
A. P. J. Abdul Kalam	Abdul Kalam
Javier Velázquez	Javier Velázquez
Theudebert I	Teodeberto I
Elena Guro	Yelena Guró
Sonnie Hale	Sonnie Hale
Bautista van Schouwen	Bautista van Schouwen
Gorka Izagirre	Gorka Izagirre
Mario Griguol	Mario Griguol
Death of Hamza Ali Al-Khateeb	Hamza Ali Al-Khateeb
Aitor López Rekarte	Aitor López Rekarte
Peter Stetina	Peter Stetina
Antonio Rivas (Spanish footballer)	Antonio Rivas Martínez
José Eduardo González Navas	José Eduardo González Navas
James Edgar Dandy	James Edgar Dandy
Enrique Saura	Enrique Saura Gil
Carlos E. Giménez	Carlos Giménez (político venezolano)
Ferdinand Bracke	Ferdinand Bracke
Nelson Lee	Nelson Lee
Joos van Cleve	Joos van Cleve
Szabolcs Sáfár	Szabolcs Sáfár
Julio Gómez	Julio Ramón Gómez Pando
Juan Pablo Rial	Juan Pablo Rial
Takuya Eguchi	Takuya Eguchi
Keith R. Kernspecht	Keith R. Kernspecht
Robert Browning	Robert Browning
Luke Bracey	Luke Bracey
Khalifa Belqasim Haftar	Khalifa Belqasim Haftar
Viola Davis	Viola Davis
Rick Harrison	Rick Harrison
Jaime Milans del Bosch	Jaime Milans del Bosch
Leslie Shaw	Leslie Shaw
Ronald Suárez	Ronald Suárez
Jordi Bargalló	Jordi Bargalló
Natascha Kampusch	Natascha Kampusch
K. C. Clyde	K. C. Clyde
Jean-Marie Poiré	Jean-Marie Poiré
Emiliano Strappini	Emiliano Strappini
Rafael Santana	Rafael Santana (beisbolista)
Herman Pilnik	Herman Pilnik
Mickey He	Mickey He
Jorge Maíz Chacón	Jorge Maíz Chacón
Manuel Ruiz Sosa	Manuel Ruiz Sosa
Nacho Cases	Nacho Cases
Mamo Wolde	Mamo Wolde
Thomas-Alexandre Dumas	Thomas-Alexandre Dumas
Marie-Gayanay Mikaelian	Marie-Gayanay Mikaelian
Juan Toloza	Juan Toloza
Nereo Fernández	Nereo Fernández
Jack Pierson	Jack Pierson
Juan Francisco de la Cerda, 8th Duke of Medinaceli	Juan Francisco de la Cerda
Cristian Brítez	Cristian Brítez
Tito Narosky	Tito Narosky
Eduardo Castrillo	Eduardo Castrillo
Gaspar Téllez-Girón, 5th Duke de Osuna	Gaspar Téllez-Girón y Sandoval
Donnell Harvey	Donnell Harvey
Tim Lincecum	Tim Lincecum
Ludolph of Saxony	Ludolfo de Sajonia
Jean-Baptiste Robinet	Jean-Baptiste-René Robinet
Rainer Ptacek	Rainer Ptacek
Ekaterina Maximova	Yekaterina Maksímova
Arturo Cruz, Jr.	Arturo Cruz Sequeira
José Ángel Llamas	José Ángel Llamas
Aleksei Berezutski	Alekséi Berezutski
Hermann Alexander Diels	Hermann Alexander Diels
Ricardo Mello	Ricardo Mello
Günther Treptow	Günther Treptow
Vladimir Gusev (cyclist)	Vladímir Gúsev
Sergei Semak	Serguéi Semak
Gnaeus Servilius Geminus	Cneo Servilio Gémino
Carlos Rodrigues Corrêa	Carlos Rodrigues Corrêa
Chelsia Chan	Chelsia Chan
Valentin Badea	Valentin Badea
Didier Digard	Didier Digard
Looking Glass (Native American leader)	Jefe Looking Glass
Sarah Natochenny	Sarah Natochenny
Edin Bavčić	Edin Bavčić
Enrique Peñaranda	Enrique Peñaranda
Steve Asheim	Steve Asheim
Alberto Montejo	Alberto Montejo
Sherwin Carlquist	Sherwin Carlquist
Ha Okio	Ha Okio
Andrés Madrid	Andrés Madrid
Jorge Mora	Jorge Armando Mora
Antonio De Molina	Antonio de Molina
Andrew Betts	Andrew Betts
Yoshiki Fukuyama	Fukuyama Yoshiki
Giovanni Tebaldini	Giovanni Tebaldini
Æthelric of Bernicia	Etelrico de Bernicia
Juan Luis Arsuaga	Juan Luis Arsuaga
Francesca Schiavone	Francesca Schiavone
Mariano Sánchez Martínez	Mariano Sánchez Martínez
Chucho Monge	Chucho Monge
John E. Sarno	John E. Sarno
Francisco López de Gómara	Francisco López de Gómara
Ingrid Reichel	Ingrid Reichel
Rita Angus	Rita Angus
Eşref Armağan	Eşref Armağan
Ron Brewer	Ron Brewer
Kate Burton (actress)	Kate Burton
Peisander	Pisandro
Terry Dischinger	Terry Dischinger
Eliza Orzeszkowa	Eliza Orzeszkowa
David Checa	David Checa
Eberhard Bosslet	Eberhard Bosslet
Kerlon	Kerlon Moura
Donatus Magnus	Donato Magno
Michael Gitlin	Michael Gitlin
Jud Buechler	Jud Buechler
Julian Gerxho	Julian Gerxho
Wojtek Drabowicz	Wojciech Drabowicz
Inari Vachs	Inari Vachs
Troy Corser	Troy Corser
Euphrase Kezilahabi	Euphrase Kezilahabi
Juan Everardo Nithard	Juan Everardo Nithard
Ignacio Elizondo	Ignacio Elizondo
Arsinoe of Macedon	Arsínoe de Macedonia
Manuel Bretón de los Herreros	Manuel Bretón de los Herreros
Nestor of Magydos	Néstor de Magido
Jason Collier	Jason Collier
Yemrehana Krestos	Yemrehana Krestos
Park Chu-Young	Park Chu-Young
Toshio Maeda	Toshio Maeda
Yoandri Betanzos	Yoandri Betanzos
Ismael Benegas	Ismael Benegas
Jacque Fresco	Jacque Fresco
Mark Hentemann	Mark Hentemann
Giovanni Ticozzi	Giovanni Ticozzi
Louise Roe	Louise Roe
Luis Carlos Perea	Luis Carlos Perea
Frank Nasworthy	Frank Nasworthy
Teddy Edwards	Teddy Edwards
Fernando de Rojas	Fernando de Rojas
Atropates	Atropates
Maritza Martén	Maritza Martén
Estanislao Struway	Estanislao Struway
Giacomo Manzù	Giacomo Manzù
Jesús Arturo Paganoni	Jesús Arturo Paganoni
Julius Aghahowa	Julius Aghahowa
Johannes Eccard	Johannes Eccard
Leonardo Díaz	Leonardo Díaz
Andrea Giganti	Andrea Giganti
Ferdinand Cohen-Blind	Ferdinand Cohen-Blind
Teodósio, Prince of Brazil	Teodosio III de Braganza
Sogyal Rinpoche	Sogyal Rimpoché
Livio Agresti	Livio Agresti
Barbara Demick	Barbara Demick
Miguel D. Mena	Miguel D. Mena
Mikkel Kessler	Mikkel Kessler
Roy Myers	Roy Myers
Cristian Urbistondo López	Cristian Urbistondo López
Mohamed Kone	Mohamed Koné
Takeo Watanabe	Takeo Watanabe
Woody Allen	Woody Allen
Michael Umeh	Michael Umeh
Alvin Williams	Alvin Williams
François Blanchy	François Blanchy
Karolina Šprem	Karolina Šprem
Stian Arnesen	Stian Arnesen
Jacky Durand	Jacky Durand
Richard Garfield	Richard Garfield
Timothy Geithner	Timothy F. Geithner
Andrew DeClercq	Andrew DeClercq
Ekaterina Ryabova	Yekaterina Riábova
Luigi Lavazza	Lavazza
Jizzy Pearl	Jizzy Pearl
Froylán Ledezma	Froylán Ledezma
Bep Voskuijl	Bep Voskuijl
Zé Roberto	Zé Roberto
Reinaldo Merlo	Reinaldo Merlo
CSI: Crime Scene Investigation	CSI: Crime Scene Investigation
Eduardo Schaerer	Eduardo Schaerer
Saint Faith	Fe (santa)
Arnauld de Oihenart	Arnaud Oihenart
Belisario Porras Barahona	Belisario Porras
Lee Young-Pyo	Lee Young-Pyo
Hassan Shehata	Hassan Shehata
Raquel Castro	Raquel Castro
Alfredo Casero	Alfredo Casero
Crystal Harris	Crystal Harris
Joe E. Brown	Joe E. Brown
Adam Elsheimer	Adam Elsheimer
Sancha, heiress of León	Sancha de León y Portugal
Mal Anderson	Malcolm Anderson
Aamir Ghaffar	Aamir Ghaffar
Kurt Goldstein	Kurt Goldstein
Frank Parker	Frank Parker
Richard Leech	Richard Leech
Shuzo Matsuoka	Shuzo Matsuoka
Patricia Kaas	Patricia Kaas
Braith Anasta	Braith Anasta
Osleidys Menéndez	Osleidys Menéndez
Monster of Florence	Monstruo de Florencia
Andrew Leslie (general)	Andrew Leslie
Stephen, King of England	Esteban de Inglaterra
Jason Stewart (American football)	Jason Stewart
Frank Ryan (Irish republican)	Frank Ryan
Thomas Webster (painter)	Thomas Webster
Tim O'Connor (actor)	Tim O'Connor
Mohamed Mahmoud Ould Louly	Mohamed Mahmoud Ould Louly
Bai Renfu	Bai Pu
Lucy Hannah	Lucy Hannah
Ben Kelso	Ben Kelso
Carlos Alberto Brenes	Carlos Alberto Brenes Jarquín
Niña de la Puebla	La Niña de La Puebla
Bertrand de Jouvenel	Bertrand de Jouvenel
Cindy Sherman	Cindy Sherman
Dmitry Levitzky	Dmitri Levitski
Enrique Flórez	Enrique Flórez
Norkys Batista	Norkys Batista
Lysanias	Lysanias
Taylor Atelian	Taylor Atelian
Francisco García Hernández	Francisco García Hernández
Juan Antonio Llorente	Juan Antonio Llorente
Juan Martínez de Rozas	Juan Martínez de Rozas
Æthelhelm	Ethelhelm
Loukas Notaras	Lucas Notaras
Chaske Spencer	Chaske Spencer
August Philipp, Duke of Schleswig-Holstein-Sonderburg-Beck	Augusto Felipe de Schleswig-Holstein-Beck
Lorena Enríquez	Lorena Enríquez
Edouard Kabamba	Edouard Kabamba
Francisco Ibáñez Campos	Francisco Ibáñez Campos
Tania Gunadi	Tania Gunadi
Dani Tortolero	Daniel Tortolero
Anna Bessonova	Anna Bessonova
Muhammad al-Qa'im Bi-Amrillah	Muhammad al-Qa'im Bi-Amrillah
Calvin Goldspink	Calvin Goldspink
Tamar Abakelia	Tamara Abakelia
Friedrich Sellow	Friedrich Sellow
Hans Aanrud	Hans Aanrud
Marcelo Trobbiani	Marcelo Trobbiani
William of Malines	Guillermo I de Malinas
Serenity (entertainer)	Serenity (actriz porno)
Frederick Hamilton Davey	Frederick Hamilton Davey
Walter Pandiani	Walter Pandiani
Bárbara Ruiz-Tagle	Bárbara Ruiz-Tagle
