#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Mike_Jackson	military,0.572926162260711	family,0.2324521422060164	politics,0.04557885141294439	literature,0.03555150410209663	royalty,0.03555150410209663	cricket,0.025979945305378303	sports,0.020966271649954422	explorers,0.01504102096627165	music,0.009115770282588878	church/royalty,0.0068368277119416595
Military_career_of_Hugo_Chávez	explorers,0.35387776065742166	family,0.29327170005136105	politics,0.14586543400102722	military,0.09964047252182845	literature,0.035952747817154594	sports,0.024139702105803802	church/royalty,0.020030816640986132	music,0.014894709809964048	royalty,0.007190549563430919	cricket,0.005136106831022085
Minnie_Pwerle	literature,0.6348747591522158	family,0.11464354527938343	cricket,0.06069364161849711	military,0.05491329479768786	music,0.036608863198458574	explorers,0.03275529865125241	church/royalty,0.02119460500963391	royalty,0.02023121387283237	sports,0.01348747591522158	politics,0.010597302504816955
Miranda_Otto	literature,0.5768872320596459	family,0.15284249767008387	cricket,0.07082945013979497	music,0.06896551724137931	sports,0.049394221808014914	royalty,0.028890959925442685	explorers,0.017707362534948742	politics,0.015843429636533086	military,0.0130475302889096	church/royalty,0.005591798695246971
Moe_Berg	sports,0.45180136319376824	family,0.21226874391431352	literature,0.09055501460564752	military,0.0798442064264849	explorers,0.047224926971762414	politics,0.0379746835443038	cricket,0.03359298928919182	music,0.024342745861733205	church/royalty,0.011197663096397274	royalty,0.011197663096397274
Motörhead	music,0.6990967256304103	family,0.14922845314264208	literature,0.03519006398193451	military,0.0333082423786225	sports,0.028791870530673693	royalty,0.021452766277756868	church/royalty,0.010350018818216034	explorers,0.009032743695897629	cricket,0.007527286413248024	politics,0.0060218291305984195
Mozart_in_Italy	family,0.310989010989011	royalty,0.27875457875457876	music,0.2336996336996337	church/royalty,0.06227106227106227	cricket,0.024175824175824177	military,0.023076923076923078	sports,0.02161172161172161	literature,0.02161172161172161	explorers,0.01904761904761905	politics,0.004761904761904762
Murasaki_Shikibu	literature,0.5745924330975084	family,0.25038449707782223	royalty,0.06367271608735774	church/royalty,0.0547523838818825	explorers,0.01845585973546601	politics,0.013841894801599508	music,0.00984312519224854	military,0.00584435558289757	sports,0.00492156259612427	cricket,0.003691171947093202
Murray_Chotiner	politics,0.6129429892141757	family,0.2733436055469954	literature,0.030816640986132512	sports,0.02403697996918336	military,0.013559322033898305	music,0.01325115562403698	royalty,0.011093990755007704	cricket,0.009553158705701078	explorers,0.007395993836671803	church/royalty,0.004006163328197226
Murray_Maxwell	explorers,0.42139234670355	military,0.22637159981558322	family,0.218994928538497	royalty,0.04933148916551406	politics,0.0239741816505302	cricket,0.015675426463808206	church/royalty,0.015214384508990318	music,0.0119870908252651	literature,0.009220839096357769	sports,0.007837713231904103
Myles_Standish	explorers,0.5755370755370756	family,0.2543312543312543	royalty,0.059944559944559946	politics,0.030145530145530147	literature,0.027373527373527374	cricket,0.01282051282051282	church/royalty,0.012474012474012475	sports,0.01178101178101178	military,0.009009009009009009	music,0.006583506583506584
Nancy_Cartwright	literature,0.547180043383948	family,0.20498915401301518	music,0.06290672451193059	sports,0.049891540130151846	explorers,0.039045553145336226	politics,0.03850325379609545	royalty,0.028199566160520606	military,0.014099783080260303	cricket,0.012472885032537961	church/royalty,0.0027114967462039045
Nancy_Reagan	family,0.32217997465145753	politics,0.27300380228136883	literature,0.2717363751584284	royalty,0.03700887198986058	music,0.02864385297845374	sports,0.026362484157160963	military,0.02332065906210393	explorers,0.010392902408111533	cricket,0.0058301647655259825	church/royalty,0.001520912547528517
Natalie_Clifford_Barney	literature,0.5638428483732351	family,0.26979742173112337	royalty,0.0423572744014733	music,0.028238182934315532	politics,0.022099447513812154	church/royalty,0.02117863720073665	explorers,0.020871700429711478	military,0.014119091467157766	sports,0.009208103130755065	cricket,0.008287292817679558
Nathaniel_Parker_Willis	literature,0.5171708912510221	family,0.2686017988552739	royalty,0.07972199509403106	politics,0.05519215044971382	explorers,0.029844644317252658	music,0.01349141455437449	sports,0.011447260834014717	cricket,0.011447260834014717	military,0.009811937857726901	church/royalty,0.003270645952575634
Neil_Hamilton_Fairley	military,0.5127210004312204	family,0.2401897369555843	literature,0.10823630875377317	politics,0.0599396291504959	cricket,0.02285467874083657	sports,0.014230271668822769	church/royalty,0.0129366106080207	royalty,0.01207416990081932	explorers,0.01078050884001725	music,0.00603708495040966
Neil_Harvey_with_the_Australian_cricket_team_in_England_in_1948	cricket,0.8623070674248579	family,0.10073111291632819	literature,0.008123476848090982	music,0.006498781478472786	military,0.005686433793663688	sports,0.005280259951259139	politics,0.003249390739236393	church/royalty,0.002843216896831844	royalty,0.002843216896831844	explorers,0.002437043054427295
Ngo_Dinh_Can	explorers,0.5514986376021799	family,0.23651226158038147	politics,0.10245231607629428	military,0.038692098092643054	church/royalty,0.020163487738419618	literature,0.013079019073569483	royalty,0.013079019073569483	sports,0.009809264305177113	music,0.007629427792915531	cricket,0.007084468664850136
Nguyen_Chanh_Thi	explorers,0.4720961281708945	family,0.27583444592790385	politics,0.10947930574098798	military,0.09879839786381843	royalty,0.009612817089452604	church/royalty,0.008277703604806409	sports,0.007476635514018692	literature,0.007209612817089452	music,0.005607476635514018	cricket,0.005607476635514018
Nguyen_Ngoc_Tho	explorers,0.4943224829674489	family,0.25246025738077216	politics,0.17183951551854657	military,0.0404996214988645	sports,0.010219530658591975	music,0.007191521574564724	cricket,0.007191521574564724	literature,0.006813020439061317	church/royalty,0.004920514761544285	royalty,0.004542013626040878
Nick_Adenhart	sports,0.7297297297297297	family,0.0955833882663151	politics,0.043506921555702044	literature,0.027686222808174028	explorers,0.027686222808174028	royalty,0.025708635464733027	music,0.024390243902439025	military,0.012524719841793012	church/royalty,0.0065919578114700065	cricket,0.0065919578114700065
Nick_Drake	music,0.4572784810126582	family,0.35917721518987344	literature,0.09113924050632911	royalty,0.023734177215189875	military,0.013924050632911392	sports,0.012658227848101266	cricket,0.012658227848101266	explorers,0.012341772151898734	politics,0.010759493670886076	church/royalty,0.006329113924050633
Nicky_Barr	military,0.6348148148148148	family,0.1622222222222222	sports,0.056296296296296296	cricket,0.03777777777777778	explorers,0.03333333333333333	royalty,0.022962962962962963	music,0.016296296296296295	literature,0.013333333333333334	politics,0.013333333333333334	church/royalty,0.00962962962962963
Nicolo_Giraud	family,0.3620199146514936	royalty,0.33783783783783783	literature,0.1941678520625889	church/royalty,0.04054054054054054	politics,0.017780938833570414	military,0.016358463726884778	explorers,0.01209103840682788	cricket,0.007112375533428165	music,0.006401137980085348	sports,0.005689900426742532
Nigel_(Bishop_of_Ely)	royalty,0.14814814814814814	church/royalty,0.1111111111111111	sports,0.09259259259259259	military,0.09259259259259259	literature,0.09259259259259259	explorers,0.09259259259259259	music,0.09259259259259259	family,0.09259259259259259	politics,0.09259259259259259	cricket,0.09259259259259259
Nigel_Kneale	literature,0.5846552282292004	family,0.23017157656199416	music,0.06506960181288443	sports,0.030754289414049854	royalty,0.030430560051796698	military,0.02233732599546779	cricket,0.015215280025898349	explorers,0.009388151505341535	politics,0.007769504694075753	church/royalty,0.004208481709291033
Nikita_Filatov	sports,0.7490664675130695	family,0.128454070201643	military,0.03211351755041075	politics,0.02912621359223301	music,0.014936519790888723	explorers,0.01344286781179985	cricket,0.009708737864077669	royalty,0.008961911874533234	literature,0.008215085884988798	church/royalty,0.00597460791635549
Nikita_Khrushchev	military,0.3520735098537057	family,0.3485672832789264	politics,0.20420747188973523	explorers,0.0377221617700399	literature,0.030830612985128764	church/royalty,0.010035062265747793	music,0.0071333575142062625	royalty,0.00544069640914037	cricket,0.0029017047515415306	sports,0.001088139281828074
Nikita_Zotov	royalty,0.3613899613899614	family,0.32432432432432434	church/royalty,0.07953667953667953	military,0.06332046332046332	literature,0.06023166023166023	explorers,0.040926640926640924	politics,0.030115830115830116	sports,0.02084942084942085	music,0.013127413127413128	cricket,0.006177606177606178
Nikolai_Kulikovsky	royalty,0.46692015209125476	family,0.18783269961977186	military,0.1444866920152091	explorers,0.11711026615969582	sports,0.02585551330798479	politics,0.02053231939163498	literature,0.01596958174904943	church/royalty,0.012167300380228136	music,0.0045627376425855515	cricket,0.0045627376425855515
Nikolai_Rimsky-Korsakov	music,0.5124322303234249	family,0.3082819218545523	literature,0.08338007104131613	military,0.0269209197980931	church/royalty,0.021873247335950644	royalty,0.016638624041876986	politics,0.015329968218358572	explorers,0.007291082445316881	sports,0.003925967470555244	cricket,0.003925967470555244
Nine_Inch_Nails	music,0.6456919596956611	family,0.2155048324079786	literature,0.05264240180958256	explorers,0.019946535060662143	politics,0.019123997532387416	sports,0.018095825622044006	cricket,0.01316060045239564	royalty,0.00658030022619782	military,0.006374665844129138	church/royalty,0.0028788813489615465
Nirvana_(band)	music,0.6537530266343826	family,0.2514124293785311	literature,0.022195318805488296	politics,0.020177562550443905	cricket,0.012106537530266344	military,0.010088781275221953	sports,0.009685230024213076	church/royalty,0.008071025020177562	explorers,0.007667473769168685	royalty,0.004842615012106538
Noël_Coward	literature,0.5049267643142477	family,0.25272969374167775	music,0.0929427430093209	royalty,0.05193075898801598	cricket,0.026897470039946737	military,0.024500665778961386	sports,0.01411451398135819	explorers,0.013848202396804262	politics,0.010652463382157125	church/royalty,0.0074567243675099865
Offa_of_Mercia	church/royalty,0.7609070034443168	family,0.13375430539609645	royalty,0.052525832376578645	literature,0.011481056257175661	politics,0.010619977037887486	explorers,0.008897818599311137	cricket,0.007175660160734788	military,0.006314580941446613	sports,0.004592422502870264	music,0.0037313432835820895
Oliver_Wendell_Holmes,_Sr.	literature,0.5075414781297134	family,0.3167420814479638	politics,0.06259426847662142	royalty,0.04600301659125189	explorers,0.01860231271995978	sports,0.015334338863750628	music,0.012317747611865259	church/royalty,0.011060834590246356	military,0.005530417295123178	cricket,0.004273504273504274
Olivia_Manning	literature,0.4354964816262705	family,0.3483189992181392	military,0.06919468334636435	royalty,0.04241594996090696	explorers,0.0418295543393276	church/royalty,0.02580140734949179	politics,0.016810007818608287	cricket,0.008209538702111024	sports,0.008014073494917905	music,0.003909304143862392
Olivia_Shakespear	literature,0.4597402597402597	family,0.3721706864564007	royalty,0.10834879406307978	military,0.013729128014842301	cricket,0.013729128014842301	church/royalty,0.01261595547309833	explorers,0.005194805194805195	music,0.005194805194805195	sports,0.004823747680890538	politics,0.0044526901669758815
Olivier_Messiaen	music,0.5997596153846154	literature,0.16346153846153846	family,0.1171875	royalty,0.04006410256410257	church/royalty,0.02403846153846154	politics,0.021834935897435896	sports,0.013421474358974358	military,0.010216346153846154	cricket,0.005809294871794872	explorers,0.004206730769230769
Opeth	music,0.7252946509519492	family,0.1799637352674524	military,0.017679057116953764	church/royalty,0.015412511332728921	royalty,0.01314596554850408	cricket,0.012692656391659111	literature,0.011332728921124207	sports,0.01042611060743427	explorers,0.009066183136899365	politics,0.004986400725294651
Orval_Grove	sports,0.7595520421607378	family,0.116600790513834	politics,0.027009222661396576	military,0.021080368906455864	royalty,0.019762845849802372	explorers,0.015810276679841896	literature,0.013175230566534914	church/royalty,0.011198945981554678	cricket,0.010540184453227932	music,0.005270092226613966
Oswald_Watt	military,0.5670261941448382	family,0.19722650231124808	royalty,0.0662557781201849	cricket,0.045454545454545456	politics,0.03852080123266564	literature,0.032357473035439135	explorers,0.015408320493066256	sports,0.014637904468412942	music,0.012326656394453005	church/royalty,0.01078582434514638
